title_year,country_USA,Language_English,color,duration,aspect_ratio,director_100,actor_1_name_100,actor_1_facebook_likes,actor_2_name_100,actor_2_facebook_likes,actor_3_name_100,actor_3_facebook_likes,cast_total_facebook_likes,main_stream,Comedy,Thriller,Biography,History,War,Crime,Romance,Animation,Horror,Western,Family,Documentary,Drama,Sport,Sci-Fi,Adventure,Music,Mystery,Action,Fantasy,Musical,Genre_Others,budget_corrected,gross_world,Profit
1994.0,1,1,Color,212.0,2.39,0,0,2000.0,0,925.0,0,812.0,5708,57,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,63000000.0,25052000,-37948000.0
1994.0,1,1,Color,141.0,2.39,0,1,11000.0,0,913.0,0,672.0,14178,155,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,62000000.0,215887717,153887717.0
2015.0,0,0,Color,103.0,2.35,0,0,21.0,0,18.0,0,7.0,58,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,65000000.0,122606884,57606884.0
2006.0,1,1,Color,98.0,1.85,0,0,979.0,0,862.0,0,723.0,6334,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000000.0,104003322,40003322.0
2000.0,0,1,Color,116.0,2.35,0,1,11000.0,0,919.0,0,563.0,14931,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62000000.0,127666415,65666415.0
1995.0,1,1,Color,114.0,2.39,0,0,524.0,0,517.0,0,452.0,2668,61,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62000000.0,107879496,45879496.0
2008.0,1,1,Color,87.0,2.35,0,0,3000.0,0,966.0,0,645.0,6658,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62000000.0,40877556,-21122444.0
2001.0,1,1,Color,125.0,2.35,0,0,11000.0,0,904.0,0,867.0,14536,67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62000000.0,18720175,-43279825.0
2015.0,1,1,Color,187.0,2.76,1,0,46000.0,0,1000.0,0,1000.0,49912,183,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,44000000.0,156480177,112480177.0
2007.0,1,1,Color,93.0,1.85,0,0,8000.0,0,1000.0,0,970.0,13232,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61000000.0,145710347,84710347.0
2011.0,1,1,Color,95.0,1.85,0,0,989.0,0,664.0,0,439.0,2558,20,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,63000000.0,183954145,120954145.0
2006.0,1,1,Color,117.0,2.35,0,0,18000.0,0,13000.0,0,447.0,32360,86,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,65000000.0,456068181,391068181.0
2004.0,1,1,Color,106.0,1.85,0,1,22000.0,0,713.0,0,708.0,24938,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.0,522657936,442657936.0
2008.0,1,1,Color,115.0,2.39,0,0,2000.0,0,899.0,0,664.0,4811,98,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,60000000.0,255743093,195743093.0
1999.0,1,1,Color,189.0,1.85,0,1,15000.0,0,745.0,0,693.0,17716,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,60000000.0,286801374,226801374.0
2005.0,1,1,Color,81.0,2.117572378716745,0,0,925.0,0,729.0,0,397.0,2252,192,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,150000000.0,314432837,164432837.0
2014.0,1,1,Color,149.0,2.39,1,0,835.0,0,812.0,0,625.0,4348,41,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,61000000.0,369330363,308330363.0
2002.0,1,1,Color,119.0,2.39,0,1,13000.0,0,147.0,0,73.0,13249,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60000000.0,214034224,154034224.0
1995.0,0,1,Color,130.0,2.39,0,0,394.0,0,387.0,0,345.0,1784,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60000000.0,352194034,292194034.0
1999.0,1,1,Color,116.0,2.39,0,0,577.0,0,501.0,0,475.0,2321,198,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,95000000.0,149705852,54705852.0
1998.0,1,1,Color,103.0,1.66,0,0,2000.0,0,617.0,0,576.0,3698,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60000000.0,264118201,204118201.0
1998.0,1,1,Color,99.0,2.117572378716745,0,0,770.0,0,263.0,0,145.0,1195,66,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,70000000.0,218613188,148613188.0
2003.0,1,1,Color,92.0,1.85,0,0,1000.0,0,955.0,0,522.0,4050,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60000000.0,164433867,104433867.0
2013.0,1,1,Color,109.0,2.39,0,1,18000.0,0,497.0,0,459.0,20148,141,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61000000.0,131940411,70940411.0
2001.0,1,1,Color,87.0,1.85,0,0,3000.0,0,664.0,0,405.0,4171,153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,60000000.0,200687492,140687492.0
2003.0,1,1,Color,111.0,2.39,0,0,26000.0,0,9000.0,0,82.0,35084,118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60000000.0,176070171,116070171.0
2002.0,1,1,Color,101.0,1.85,0,0,1000.0,0,976.0,0,268.0,2636,366,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,199043471,139043471.0
1998.0,1,1,Color,83.0,1.85,0,0,13000.0,1,11000.0,0,754.0,25788,236,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,105000000.0,171757863,66757863.0
2009.0,1,1,Color,113.0,1.85,0,0,4000.0,0,722.0,0,721.0,8172,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,171844840,101844840.0
1990.0,1,1,Color,107.0,2.39,0,1,10000.0,1,3000.0,0,695.0,14006,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,60000000.0,157920733,97920733.0
2005.0,1,1,Color,94.0,2.39,0,0,12000.0,0,3000.0,0,2000.0,20348,79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,60000000.0,130154568,70154568.0
2015.0,1,1,Color,132.0,2.39,0,0,988.0,0,960.0,0,240.0,2517,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61000000.0,312296056,251296056.0
2010.0,1,1,Color,140.0,1.85,0,0,11000.0,0,8000.0,0,745.0,20440,89,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,204594016,144594016.0
2000.0,1,1,Color,125.0,2.39,0,0,12000.0,1,3000.0,0,627.0,16646,69,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,60000000.0,124745083,64745083.0
2010.0,1,1,Color,111.0,2.35,0,0,13000.0,1,11000.0,0,357.0,24928,90,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58000000.0,199006387,141006387.0
1999.0,1,1,Color,156.0,2.39,1,1,14000.0,0,2000.0,0,1000.0,20761,134,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,55000000.0,100230832,45230832.0
1998.0,1,1,Color,170.0,2.117572378716745,0,0,19000.0,0,1000.0,0,380.0,20683,24,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,186883563,126883563.0
2004.0,1,1,Color,120.0,2.39,0,1,10000.0,0,851.0,0,680.0,13581,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65000000.0,220239925,155239925.0
2002.0,1,1,Color,100.0,2.39,0,0,12000.0,0,1000.0,0,416.0,14611,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,60000000.0,180630907,120630907.0
2004.0,1,1,Color,115.0,1.85,0,0,2000.0,0,1000.0,0,579.0,4496,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,55000000.0,100572044,45572044.0
2012.0,1,1,Color,130.0,2.35,0,1,10000.0,1,3000.0,0,1000.0,16385,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60000000.0,218340595,158340595.0
2012.0,1,1,Color,130.0,2.35,0,1,10000.0,1,3000.0,0,1000.0,16385,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60000000.0,218340595,158340595.0
1999.0,1,1,Color,105.0,2.39,0,0,1000.0,0,975.0,0,811.0,3697,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60000000.0,164648142,104648142.0
2009.0,1,1,Color,111.0,2.117572378716745,0,0,433.0,0,208.0,0,6.0,679,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,60000000.0,261183588,201183588.0
2011.0,1,1,Color,106.0,1.85,0,1,13000.0,0,240.0,0,175.0,13634,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,136515867,76515867.0
2003.0,1,1,Color,89.0,2.39,0,0,658.0,0,257.0,0,226.0,1233,82,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60000000.0,88929111,28929111.0
2009.0,1,1, Black and White,100.0,1.85,0,0,309.0,0,229.0,0,57.0,647,38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,60000000.0,124596837,64596837.0
2008.0,1,1,Color,91.0,1.85,0,0,11000.0,0,946.0,0,751.0,13654,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48000000.0,163403799,115403799.0
2004.0,1,1,Color,146.0,2.35,0,1,18000.0,0,992.0,0,451.0,20454,81,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,70000000.0,130834852,60834852.0
2006.0,1,1,Color,98.0,2.35,0,1,21000.0,0,936.0,0,722.0,24664,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50000000.0,87134280,37134280.0
2004.0,1,1,Color,101.0,2.35,0,0,881.0,0,869.0,0,767.0,3943,183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,170268750,110268750.0
1996.0,1,1,Color,94.0,1.85,0,0,854.0,0,628.0,0,626.0,4530,80,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60000000.0,129832389,69832389.0
2004.0,1,1,Color,132.0,1.85,0,0,366.0,0,334.0,0,160.0,1112,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,66000000.0,99378985,33378985.0
1998.0,1,1,Color,115.0,1.85,0,1,3000.0,0,552.0,0,521.0,4713,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75000000.0,56709981,-18290019.0
2012.0,1,1,Color,92.0,2.35,0,0,10000.0,0,884.0,0,586.0,13597,91,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60000000.0,107139399,47139399.0
1997.0,1,1,Color,124.0,2.39,0,0,24000.0,0,13000.0,0,460.0,38227,140,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,60000000.0,159330280,99330280.0
2003.0,1,1,Color,119.0,2.39,0,0,834.0,0,780.0,0,716.0,3637,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,60000000.0,117248958,57248958.0
1996.0,1,1,Color,124.0,1.85,0,0,1000.0,0,944.0,0,672.0,3653,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,100688705,40688705.0
2008.0,0,1,Color,93.0,2.35,0,0,9000.0,0,2000.0,0,903.0,13403,76,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60000000.0,86957280,26957280.0
2002.0,1,1,Color,98.0,1.85,0,0,966.0,0,680.0,0,107.0,2018,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,60000000.0,104391623,44391623.0
1995.0,1,1,Color,92.0,1.85,0,0,789.0,0,520.0,0,488.0,2318,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60000000.0,104324083,44324083.0
2014.0,1,1,Color,105.0,2.35,0,0,539.0,0,394.0,0,288.0,1411,75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,135503748,75503748.0
2015.0,1,1,Color,124.0,1.85,0,0,34000.0,1,22000.0,0,14000.0,75793,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,101134059,41134059.0
2016.0,0,1,Color,99.0,2.39,0,0,18000.0,0,992.0,0,864.0,20276,84,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,205754447,145754447.0
1997.0,1,1,Color,116.0,2.39,0,0,1000.0,0,720.0,0,672.0,3090,173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,75000000.0,161376069,86376069.0
2007.0,1,1,Color,124.0,2.35,0,0,650.0,0,467.0,0,295.0,1640,37,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,61000000.0,95696996,34696996.0
2014.0,1,1,Color,96.0,2.117572378716745,0,0,874.0,0,668.0,0,642.0,3151,24,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60000000.0,108255770,48255770.0
1998.0,1,1,Color,104.0,2.39,0,0,1000.0,0,967.0,0,944.0,4294,431,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75000000.0,46733235,-28266765.0
2014.0,0,1,Color,100.0,1.33,0,1,11000.0,0,8000.0,0,2000.0,22128,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,60000000.0,468060692,408060692.0
2005.0,1,1,Color,115.0,2.35,0,0,1000.0,0,759.0,0,642.0,4305,191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45000000.0,101393569,56393569.0
2002.0,1,1,Color,101.0,2.39,0,1,23000.0,0,18000.0,1,11000.0,53024,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,60000000.0,82150183,22150183.0
2013.0,1,1,Color,113.0,2.39,0,0,33000.0,0,301.0,0,300.0,34738,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,105200903,45200903.0
2009.0,1,1,Color,100.0,1.85,0,0,10000.0,0,1000.0,0,485.0,12258,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000000.0,62357900,2357900.0
2009.0,1,1,Color,134.0,2.39,0,1,13000.0,1,11000.0,0,204.0,24458,48,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60000000.0,122426792,62426792.0
2009.0,1,1,Color,125.0,2.35,0,0,8000.0,0,1000.0,0,896.0,10623,54,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,78176181,18176181.0
1999.0,1,1,Color,94.0,1.85,0,0,1000.0,0,417.0,0,230.0,2151,129,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,65000000.0,36850101,-28149899.0
2006.0,1,1,Color,107.0,2.35,0,0,310.0,0,219.0,0,206.0,1352,66,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60000000.0,78810595,18810595.0
2009.0,0,1,Color,91.0,2.35,0,0,12000.0,1,10000.0,0,480.0,22668,175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,70000000.0,105647102,35647102.0
2002.0,1,1,Color,116.0,2.39,0,0,27000.0,0,1000.0,0,906.0,31224,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,60000000.0,67336470,7336470.0
2003.0,1,1,Color,100.0,1.85,1,0,436.0,0,399.0,0,210.0,1395,101,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,120801243,60801243.0
2012.0,1,1,Color,111.0,2.39,0,1,16000.0,0,897.0,0,461.0,17871,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,30000000.0,48963137,18963137.0
2010.0,0,1,Color,117.0,2.35,0,0,2000.0,0,1000.0,0,896.0,7053,96,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,80000000.0,81126522,1126522.0
1997.0,0,1,Color,110.0,2.35,0,0,510.0,0,344.0,0,308.0,1976,40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,40000000.0,33956608,-6043392.0
2002.0,1,1,Color,96.0,1.85,0,1,22000.0,0,394.0,0,236.0,22889,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000.0,55003135,-4996865.0
2008.0,1,1,Color,101.0,2.35,0,1,22000.0,1,14000.0,0,1000.0,38809,171,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,60000000.0,79498846,19498846.0
1998.0,1,1,Color,111.0,2.39,0,0,13000.0,0,968.0,0,652.0,16536,151,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,93107289,33107289.0
1998.0,1,1,Color,111.0,2.39,0,0,13000.0,0,969.0,0,652.0,16537,151,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,93107289,33107289.0
2009.0,0,1,Color,117.0,2.35,0,1,21000.0,0,939.0,0,569.0,23745,46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000000.0,38332994,-21667006.0
2000.0,1,1,Color,126.0,1.85,0,1,13000.0,1,10000.0,0,9000.0,34774,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,80000000.0,39459427,-40540573.0
2000.0,1,1,Color,152.0,1.85,0,1,22000.0,0,11000.0,0,947.0,36897,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,60000000.0,47386287,-12613713.0
2006.0,0,1,Color,86.0,1.85,0,1,13000.0,0,1000.0,0,265.0,14918,47,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,60000000.0,143325970,83325970.0
2005.0,1,1,Color,101.0,2.39,0,0,287.0,0,233.0,0,218.0,993,56,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113000000.0,71022693,-41977307.0
2011.0,1,1,Color,87.0,2.35,0,0,865.0,0,441.0,0,77.0,1417,144,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,60000000.0,78309505,18309505.0
2003.0,1,1,Color,85.0,2.117572378716745,0,1,11000.0,0,102.0,0,82.0,11301,53,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,60000000.0,80773077,20773077.0
1997.0,0,1,Color,130.0,2.35,0,0,722.0,0,585.0,0,552.0,2525,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,60000000.0,26673829,-33326171.0
2002.0,1,1,Color,104.0,2.39,0,0,780.0,0,265.0,0,256.0,2109,182,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,60000000.0,52323400,-7676600.0
2006.0,0,1,Color,121.0,2.35,1,0,19000.0,0,972.0,0,854.0,22833,174,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,50000000.0,49332692,-667308.0
2006.0,0,1, Black and White,140.0,2.35,0,0,11000.0,0,779.0,0,579.0,12634,106,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,60000000.0,17858059,-42141941.0
2001.0,1,1,Color,131.0,2.35,0,0,968.0,0,848.0,0,507.0,3012,128,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,72000000.0,27642707,-44357293.0
2000.0,1,1,Color,91.0,2.35,0,0,889.0,0,290.0,0,68.0,1262,66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,90000000.0,14828081,-75171919.0
2014.0,1,1,Color,118.0,2.35,0,0,20000.0,0,882.0,0,778.0,22447,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,60000000.0,30800231,-29199769.0
2013.0,1,1,Color,130.0,2.35,0,0,5000.0,0,2000.0,0,1000.0,10247,173,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,60000000.0,95396573,35396573.0
2008.0,1,1,Color,90.0,1.85,0,0,973.0,0,400.0,0,196.0,1865,127,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,60000000.0,51339567,-8660433.0
2005.0,1,1,Color,103.0,2.39,0,0,794.0,0,329.0,0,87.0,1467,156,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30000000.0,68357079,38357079.0
1999.0,1,1,Color,122.0,1.85,0,1,11000.0,0,1000.0,0,1000.0,15275,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80000000.0,35242897,-44757103.0
2008.0,0,1,Color,106.0,2.35,0,0,3000.0,0,1000.0,0,466.0,5329,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,60000000.0,62803180,2803180.0
2008.0,1,1,Color,103.0,2.35,0,0,19000.0,0,961.0,0,437.0,20881,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,60000000.0,39164441,-20835559.0
2015.0,0,1,Color,107.0,2.35,0,1,40000.0,0,2000.0,0,280.0,42683,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60000000.0,47275717,-12724283.0
2007.0,0,1,Color,156.0,2.35,0,0,26000.0,0,368.0,0,102.0,26564,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,60000000.0,13097915,-46902085.0
2003.0,1,1,Color,127.0,2.39,0,0,11000.0,0,708.0,0,617.0,12947,73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,35000000.0,11705002,-23294998.0
2005.0,1,0, Black and White,132.0,2.35,0,0,11000.0,0,298.0,0,242.0,12133,124,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80000000.0,10777375,-69222625.0
2016.0,1,1,Color,108.0,2.39,0,0,16000.0,0,805.0,0,361.0,18239,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,58000000.0,782836791,724836791.0
1998.0,1,1,Color,114.0,2.39,0,0,743.0,0,730.0,0,440.0,2367,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000000.0,12069719,-47930281.0
2014.0,1,1,Color,133.0,2.39,0,0,14000.0,0,962.0,0,318.0,16277,62,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,58800000.0,547426372,488626372.0
2015.0,1,1,Color,103.0,2.39,0,0,2000.0,0,1000.0,0,543.0,5497,45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,58000000.0,158261424,100261424.0
2015.0,1,1,Color,103.0,2.39,0,0,2000.0,0,1000.0,0,543.0,5497,45,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,58000000.0,158261424,100261424.0
2005.0,1,1,Color,95.0,1.85,0,0,970.0,0,834.0,0,512.0,2876,97,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58000000.0,102854431,44854431.0
2000.0,1,1,Color,90.0,1.85,0,0,1000.0,0,891.0,0,809.0,6299,208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,83000000.0,59468275,-23531725.0
1988.0,1,1,Color,87.0,2.35,0,0,13000.0,0,1000.0,0,349.0,14574,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,63000000.0,189015611,126015611.0
2008.0,1,1,Color,114.0,1.85,0,0,142.0,0,117.0,0,110.0,589,82,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,58000000.0,41319039,-16680961.0
2009.0,1,1,Color,103.0,2.35,0,0,963.0,0,935.0,0,727.0,3150,247,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58000000.0,85280250,27280250.0
2013.0,1,1,Color,125.0,2.35,0,0,1000.0,0,847.0,0,839.0,5081,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000000.0,93492844,35492844.0
2010.0,0,1,Color,97.0,2.39,0,0,14000.0,0,1000.0,0,529.0,16098,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,60000000.0,300228084,240228084.0
2012.0,1,1,Color,125.0,2.35,0,0,1000.0,0,664.0,0,519.0,4416,94,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,58000000.0,50365498,-7634502.0
1997.0,1,1,Color,136.0,2.39,0,0,18000.0,1,14000.0,0,9000.0,45271,131,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,57000000.0,152944660,95944660.0
2012.0,1,1,Color,116.0,2.35,0,0,11000.0,0,3000.0,0,622.0,16484,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000.0,57719093,-12280907.0
1996.0,1,1,Color,103.0,2.39,0,0,2000.0,0,663.0,0,40.0,2710,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,57000000.0,115267375,58267375.0
2004.0,1,1,Color,97.0,2.35,0,0,4000.0,1,3000.0,0,455.0,9814,196,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,60000000.0,62657868,2657868.0
2011.0,1,1,Color,96.0,2.35,0,0,12000.0,0,1000.0,0,1000.0,16121,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,57000000.0,132563930,75563930.0
